[ 2018-04-16T06:16:30+08:00 ] /index.php/Admin/Index/top | INFO: Tag[ route_check ] --START--
[ 2018-04-16T11:57:25+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Run ShowRuntime Behavior [ RunTime:0.000494s ]
[ 2018-04-16T11:57:25+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001906s ]
[ 2018-04-16T11:57:25+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ view_end ] --START--
[ 2018-04-16T11:57:25+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Run ShowPageTrace Behavior [ RunTime:0.001273s ]
[ 2018-04-16T11:57:25+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ view_end ] --END-- [ RunTime:0.001298s ]
[ 2018-04-16T11:57:28+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ route_check ] --START--
[ 2018-04-16T11:57:28+08:00 ] /index.php/Admin/Admin/login | INFO: Run CheckRoute Behavior [ RunTime:0.000697s ]
[ 2018-04-16T11:57:28+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ route_check ] --END-- [ RunTime:0.000739s ]
[ 2018-04-16T11:57:28+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ app_begin ] --START--
[ 2018-04-16T11:57:28+08:00 ] /index.php/Admin/Admin/login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000659s ]
[ 2018-04-16T11:57:28+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000701s ]
[ 2018-04-16T11:57:28+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_template ] --START--
[ 2018-04-16T11:57:28+08:00 ] /index.php/Admin/Admin/login | INFO: Run LocationTemplate Behavior [ RunTime:0.000810s ]
[ 2018-04-16T11:57:28+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_template ] --END-- [ RunTime:0.000849s ]
[ 2018-04-16T11:57:28+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_parse ] --START--
[ 2018-04-16T11:57:28+08:00 ] /index.php/Admin/Admin/login | INFO: Run ParseTemplate Behavior [ RunTime:0.005391s ]
[ 2018-04-16T11:57:28+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.005423s ]
[ 2018-04-16T11:57:28+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_filter ] --START--
[ 2018-04-16T11:57:28+08:00 ] /index.php/Admin/Admin/login | INFO: Run ContentReplace Behavior [ RunTime:0.000451s ]
[ 2018-04-16T11:57:28+08:00 ] /index.php/Admin/Admin/login | INFO: Run TokenBuild Behavior [ RunTime:0.000472s ]
[ 2018-04-16T11:57:28+08:00 ] /index.php/Admin/Admin/login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000392s ]
[ 2018-04-16T11:57:28+08:00 ] /index.php/Admin/Admin/login | INFO: Run ShowRuntime Behavior [ RunTime:0.000494s ]
[ 2018-04-16T11:57:28+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001882s ]
[ 2018-04-16T11:57:28+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_end ] --START--
[ 2018-04-16T11:57:28+08:00 ] /index.php/Admin/Admin/login | INFO: Run ShowPageTrace Behavior [ RunTime:0.001181s ]
[ 2018-04-16T11:57:28+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_end ] --END-- [ RunTime:0.001206s ]
[ 2018-04-16T12:00:47+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ route_check ] --START--
[ 2018-04-16T12:00:47+08:00 ] /index.php/Admin/Admin/login | INFO: Run CheckRoute Behavior [ RunTime:0.000772s ]
[ 2018-04-16T12:00:47+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ route_check ] --END-- [ RunTime:0.000819s ]
[ 2018-04-16T12:00:47+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ app_begin ] --START--
[ 2018-04-16T12:00:47+08:00 ] /index.php/Admin/Admin/login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000589s ]
[ 2018-04-16T12:00:47+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000616s ]
[ 2018-04-16T12:00:47+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_template ] --START--
[ 2018-04-16T12:00:47+08:00 ] /index.php/Admin/Admin/login | INFO: Run LocationTemplate Behavior [ RunTime:0.000882s ]
[ 2018-04-16T12:00:47+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_template ] --END-- [ RunTime:0.000911s ]
[ 2018-04-16T12:00:47+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_parse ] --START--
[ 2018-04-16T12:00:47+08:00 ] /index.php/Admin/Admin/login | INFO: Run ParseTemplate Behavior [ RunTime:0.006069s ]
[ 2018-04-16T12:00:47+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.006113s ]
[ 2018-04-16T12:00:47+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_filter ] --START--
[ 2018-04-16T12:00:47+08:00 ] /index.php/Admin/Admin/login | INFO: Run ContentReplace Behavior [ RunTime:0.000629s ]
[ 2018-04-16T12:00:47+08:00 ] /index.php/Admin/Admin/login | INFO: Run TokenBuild Behavior [ RunTime:0.000724s ]
[ 2018-04-16T12:00:47+08:00 ] /index.php/Admin/Admin/login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000672s ]
[ 2018-04-16T12:00:47+08:00 ] /index.php/Admin/Admin/login | INFO: Run ShowRuntime Behavior [ RunTime:0.000767s ]
[ 2018-04-16T12:00:47+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002899s ]
[ 2018-04-16T12:00:47+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_end ] --START--
[ 2018-04-16T12:00:47+08:00 ] /index.php/Admin/Admin/login | INFO: Run ShowPageTrace Behavior [ RunTime:0.001394s ]
[ 2018-04-16T12:00:47+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_end ] --END-- [ RunTime:0.001421s ]
[ 2018-04-16T12:00:53+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ route_check ] --START--
[ 2018-04-16T12:00:53+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Run CheckRoute Behavior [ RunTime:0.000970s ]
[ 2018-04-16T12:00:53+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ route_check ] --END-- [ RunTime:0.001046s ]
[ 2018-04-16T12:00:53+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ app_begin ] --START--
[ 2018-04-16T12:00:53+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000636s ]
[ 2018-04-16T12:00:53+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000666s ]
[ 2018-04-16T12:00:54+08:00 ] /index.php/Admin/Admin/checkLogin | SQL: SELECT COUNT(*) AS tp_count FROM `admin` WHERE username='shinkan' and password='shinkan' LIMIT 1   [ RunTime:0.000394s ]
[ 2018-04-16T12:00:54+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ view_template ] --START--
[ 2018-04-16T12:00:54+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Run LocationTemplate Behavior [ RunTime:0.000840s ]
[ 2018-04-16T12:00:54+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ view_template ] --END-- [ RunTime:0.000870s ]
[ 2018-04-16T12:00:54+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ view_parse ] --START--
[ 2018-04-16T12:00:54+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Run ParseTemplate Behavior [ RunTime:0.006628s ]
[ 2018-04-16T12:00:54+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ view_parse ] --END-- [ RunTime:0.006662s ]
[ 2018-04-16T12:00:54+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ view_filter ] --START--
[ 2018-04-16T12:00:54+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Run ContentReplace Behavior [ RunTime:0.000452s ]
[ 2018-04-16T12:00:54+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Run TokenBuild Behavior [ RunTime:0.000521s ]
[ 2018-04-16T12:00:54+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000398s ]
[ 2018-04-16T12:00:54+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Run ShowRuntime Behavior [ RunTime:0.000528s ]
[ 2018-04-16T12:00:54+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001972s ]
[ 2018-04-16T12:00:54+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ view_end ] --START--
[ 2018-04-16T12:00:54+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Run ShowPageTrace Behavior [ RunTime:0.001084s ]
[ 2018-04-16T12:00:54+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ view_end ] --END-- [ RunTime:0.001108s ]
[ 2018-04-16T12:00:57+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ route_check ] --START--
[ 2018-04-16T12:00:57+08:00 ] /index.php/Admin/Admin/login | INFO: Run CheckRoute Behavior [ RunTime:0.000760s ]
[ 2018-04-16T12:00:57+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ route_check ] --END-- [ RunTime:0.000815s ]
[ 2018-04-16T12:00:57+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ app_begin ] --START--
[ 2018-04-16T12:00:57+08:00 ] /index.php/Admin/Admin/login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000553s ]
[ 2018-04-16T12:00:57+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000580s ]
[ 2018-04-16T12:00:57+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_template ] --START--
[ 2018-04-16T12:00:57+08:00 ] /index.php/Admin/Admin/login | INFO: Run LocationTemplate Behavior [ RunTime:0.000764s ]
[ 2018-04-16T12:00:57+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_template ] --END-- [ RunTime:0.000792s ]
[ 2018-04-16T12:00:57+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_parse ] --START--
[ 2018-04-16T12:00:57+08:00 ] /index.php/Admin/Admin/login | INFO: Run ParseTemplate Behavior [ RunTime:0.005892s ]
[ 2018-04-16T12:00:57+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.005929s ]
[ 2018-04-16T12:00:57+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_filter ] --START--
[ 2018-04-16T12:00:57+08:00 ] /index.php/Admin/Admin/login | INFO: Run ContentReplace Behavior [ RunTime:0.000461s ]
[ 2018-04-16T12:00:57+08:00 ] /index.php/Admin/Admin/login | INFO: Run TokenBuild Behavior [ RunTime:0.000471s ]
[ 2018-04-16T12:00:57+08:00 ] /index.php/Admin/Admin/login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000391s ]
[ 2018-04-16T12:00:57+08:00 ] /index.php/Admin/Admin/login | INFO: Run ShowRuntime Behavior [ RunTime:0.000488s ]
[ 2018-04-16T12:00:57+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001886s ]
[ 2018-04-16T12:00:57+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_end ] --START--
[ 2018-04-16T12:00:57+08:00 ] /index.php/Admin/Admin/login | INFO: Run ShowPageTrace Behavior [ RunTime:0.001115s ]
[ 2018-04-16T12:00:57+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_end ] --END-- [ RunTime:0.001140s ]
[ 2018-04-16T12:01:11+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ route_check ] --START--
[ 2018-04-16T12:01:11+08:00 ] /index.php/Admin/Admin/login | INFO: Run CheckRoute Behavior [ RunTime:0.000822s ]
[ 2018-04-16T12:01:11+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ route_check ] --END-- [ RunTime:0.000887s ]
[ 2018-04-16T12:01:11+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ app_begin ] --START--
[ 2018-04-16T12:01:11+08:00 ] /index.php/Admin/Admin/login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000559s ]
[ 2018-04-16T12:01:11+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000585s ]
[ 2018-04-16T12:01:11+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_template ] --START--
[ 2018-04-16T12:01:11+08:00 ] /index.php/Admin/Admin/login | INFO: Run LocationTemplate Behavior [ RunTime:0.000873s ]
[ 2018-04-16T12:01:11+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_template ] --END-- [ RunTime:0.000904s ]
[ 2018-04-16T12:01:11+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_parse ] --START--
[ 2018-04-16T12:01:11+08:00 ] /index.php/Admin/Admin/login | INFO: Run ParseTemplate Behavior [ RunTime:0.005526s ]
[ 2018-04-16T12:01:11+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.005559s ]
[ 2018-04-16T12:01:11+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_filter ] --START--
[ 2018-04-16T12:01:11+08:00 ] /index.php/Admin/Admin/login | INFO: Run ContentReplace Behavior [ RunTime:0.000498s ]
[ 2018-04-16T12:01:11+08:00 ] /index.php/Admin/Admin/login | INFO: Run TokenBuild Behavior [ RunTime:0.000473s ]
[ 2018-04-16T12:01:11+08:00 ] /index.php/Admin/Admin/login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000394s ]
[ 2018-04-16T12:01:11+08:00 ] /index.php/Admin/Admin/login | INFO: Run ShowRuntime Behavior [ RunTime:0.000531s ]
[ 2018-04-16T12:01:11+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001971s ]
[ 2018-04-16T12:01:11+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_end ] --START--
[ 2018-04-16T12:01:11+08:00 ] /index.php/Admin/Admin/login | INFO: Run ShowPageTrace Behavior [ RunTime:0.001110s ]
[ 2018-04-16T12:01:11+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_end ] --END-- [ RunTime:0.001135s ]
[ 2018-04-16T12:01:17+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ route_check ] --START--
[ 2018-04-16T12:01:17+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Run CheckRoute Behavior [ RunTime:0.000769s ]
[ 2018-04-16T12:01:17+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ route_check ] --END-- [ RunTime:0.000817s ]
[ 2018-04-16T12:01:17+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ app_begin ] --START--
[ 2018-04-16T12:01:17+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000599s ]
[ 2018-04-16T12:01:17+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000626s ]
[ 2018-04-16T12:01:18+08:00 ] /index.php/Admin/Admin/checkLogin | SQL: SELECT COUNT(*) AS tp_count FROM `admin` WHERE username='shinkan' and password='shinkan' LIMIT 1   [ RunTime:0.022678s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/index | INFO: Tag[ route_check ] --START--
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/index | INFO: Run CheckRoute Behavior [ RunTime:0.000725s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.000769s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/index | INFO: Tag[ app_begin ] --START--
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000849s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000887s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/index | INFO: Tag[ view_template ] --START--
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/index | INFO: Run LocationTemplate Behavior [ RunTime:0.000845s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.000886s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/index | INFO: Tag[ view_parse ] --START--
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/index | INFO: Run ParseTemplate Behavior [ RunTime:0.005175s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.005217s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/index | INFO: Tag[ view_filter ] --START--
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/index | INFO: Run ContentReplace Behavior [ RunTime:0.000448s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/index | INFO: Run TokenBuild Behavior [ RunTime:0.000460s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000398s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/index | INFO: Run ShowRuntime Behavior [ RunTime:0.000652s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002029s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/index | INFO: Tag[ view_end ] --START--
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.001114s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.001140s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/top | INFO: Tag[ route_check ] --START--
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/top | INFO: Run CheckRoute Behavior [ RunTime:0.000949s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/top | INFO: Tag[ route_check ] --END-- [ RunTime:0.000999s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/top | INFO: Tag[ app_begin ] --START--
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/top | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000633s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/top | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000666s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/top | INFO: Tag[ view_template ] --START--
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/top | INFO: Run LocationTemplate Behavior [ RunTime:0.000864s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/top | INFO: Tag[ view_template ] --END-- [ RunTime:0.000909s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/top | INFO: Tag[ view_parse ] --START--
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/top | NOTIC: [8] Undefined index: username 9be1047bb7a563f25d2f04755fc1a79b.php 第 16 行.
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/top | NOTIC: [8] Undefined variable: qx 9be1047bb7a563f25d2f04755fc1a79b.php 第 17 行.
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/top | INFO: Run ParseTemplate Behavior [ RunTime:0.006063s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/top | INFO: Tag[ view_parse ] --END-- [ RunTime:0.006091s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/top | INFO: Tag[ view_filter ] --START--
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/top | INFO: Run ContentReplace Behavior [ RunTime:0.000532s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/top | INFO: Run TokenBuild Behavior [ RunTime:0.000757s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/top | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000675s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/top | INFO: Run ShowRuntime Behavior [ RunTime:0.000651s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/top | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002818s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/top | INFO: Tag[ view_end ] --START--
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/top | INFO: Run ShowPageTrace Behavior [ RunTime:0.001840s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/top | INFO: Tag[ view_end ] --END-- [ RunTime:0.001886s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/left | INFO: Tag[ route_check ] --START--
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/left | INFO: Run CheckRoute Behavior [ RunTime:0.000829s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/left | INFO: Tag[ route_check ] --END-- [ RunTime:0.000871s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/left | INFO: Tag[ app_begin ] --START--
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/left | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000446s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/left | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000475s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/left | INFO: Tag[ view_template ] --START--
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/left | INFO: Run LocationTemplate Behavior [ RunTime:0.000738s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/left | INFO: Tag[ view_template ] --END-- [ RunTime:0.000787s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/left | INFO: Tag[ view_parse ] --START--
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/left | INFO: Run ParseTemplate Behavior [ RunTime:0.010432s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/left | INFO: Tag[ view_parse ] --END-- [ RunTime:0.010480s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/left | INFO: Tag[ view_filter ] --START--
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/left | INFO: Run ContentReplace Behavior [ RunTime:0.000411s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/left | INFO: Run TokenBuild Behavior [ RunTime:0.000617s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/left | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000302s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/left | INFO: Run ShowRuntime Behavior [ RunTime:0.000511s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/left | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001953s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/left | INFO: Tag[ view_end ] --START--
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/left | INFO: Run ShowPageTrace Behavior [ RunTime:0.002012s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/left | INFO: Tag[ view_end ] --END-- [ RunTime:0.002075s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ route_check ] --START--
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/right | INFO: Run CheckRoute Behavior [ RunTime:0.000845s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ route_check ] --END-- [ RunTime:0.000899s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ app_begin ] --START--
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/right | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000474s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000506s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ view_template ] --START--
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/right | INFO: Run LocationTemplate Behavior [ RunTime:0.000774s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ view_template ] --END-- [ RunTime:0.000823s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ view_parse ] --START--
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/right | INFO: Run ParseTemplate Behavior [ RunTime:0.006165s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ view_parse ] --END-- [ RunTime:0.006209s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ view_filter ] --START--
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/right | INFO: Run ContentReplace Behavior [ RunTime:0.000400s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/right | INFO: Run TokenBuild Behavior [ RunTime:0.000415s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/right | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000252s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/right | INFO: Run ShowRuntime Behavior [ RunTime:0.000371s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001539s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ view_end ] --START--
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/right | INFO: Run ShowPageTrace Behavior [ RunTime:0.001365s ]
[ 2018-04-16T12:01:21+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ view_end ] --END-- [ RunTime:0.001399s ]
[ 2018-04-16T16:49:41+08:00 ] /index.php/Admin/Index/index | INFO: Tag[ route_check ] --START--
[ 2018-04-16T16:49:41+08:00 ] /index.php/Admin/Index/index | INFO: Run CheckRoute Behavior [ RunTime:0.017101s ]
[ 2018-04-16T16:49:41+08:00 ] /index.php/Admin/Index/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.017212s ]
[ 2018-04-16T16:49:42+08:00 ] /index.php/Admin/Index/index | INFO: Tag[ app_begin ] --START--
[ 2018-04-16T16:49:42+08:00 ] /index.php/Admin/Index/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.010671s ]
